#{"t_start": 1635735675.0578594, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-2.0,3,3.96706
-50.0,50,4.735949
-50.0,50,5.503733
-50.0,50,6.34351
-50.0,50,7.175691
-50.0,50,8.293391
-50.0,50,9.439131
-50.0,50,10.78316
-50.0,50,12.192539
-50.0,50,13.799469
-50.0,50,15.535277
-50.0,50,17.533063
0.0,1,17.565738
-50.0,50,19.75045
-50.0,50,21.481025
-50.0,50,23.214912
-50.0,50,24.937048
-50.0,50,26.760759
-50.0,50,28.45466
-50.0,50,30.187472
0.0,1,30.228502
-50.0,50,31.975976
-50.0,50,33.728202
-50.0,50,35.670028
-50.0,50,37.315994
-50.0,50,39.036871
-50.0,50,40.923675
0.0,1,40.99104
-50.0,50,42.760477
-50.0,50,44.681338
-50.0,50,46.637716
-50.0,50,48.607095
0.0,1,48.655378
-50.0,50,50.290691
-50.0,50,52.01729
-50.0,50,53.964296
-50.0,50,55.702435
-50.0,50,57.617996
-50.0,50,59.441054
-50.0,50,61.157377
-50.0,50,63.066233
-50.0,50,64.910511
-50.0,50,66.919941
-50.0,50,68.838554
-50.0,50,70.719495
0.0,1,70.754124
-50.0,50,72.693736
-50.0,50,74.663316
-50.0,50,76.533753
-50.0,50,78.414966
-50.0,50,80.27386
-6.0,7,80.547261
-50.0,50,82.619051
-50.0,50,84.525677
-50.0,50,86.378229
-50.0,50,88.294506
-50.0,50,90.285943
-50.0,50,92.457762
0.0,1,92.49259
-50.0,50,94.354462
-50.0,50,96.208954
-50.0,50,97.912878
-50.0,50,99.621788
0.0,1,99.667807
-50.0,50,101.358204
-50.0,50,103.153297
-50.0,50,104.991501
-50.0,50,106.788663
0.0,1,106.824897
-50.0,50,108.661166
-50.0,50,110.248726
-10.0,11,110.675972
-50.0,50,112.496961
-50.0,50,114.435873
-50.0,50,116.308575
-10.0,11,116.755963
-50.0,50,118.742739
-50.0,50,120.715256
-50.0,50,122.536863
-50.0,50,124.33649
-50.0,50,126.289414
-50.0,50,128.282547
-50.0,50,130.135437
-50.0,50,131.998606
-50.0,50,133.824311
-50.0,50,135.712894
-50.0,50,137.514786
-50.0,50,139.544721
-50.0,50,141.39781
-50.0,50,143.302656
-50.0,50,145.098742
-50.0,50,147.153146
-50.0,50,149.061339
-50.0,50,165.921299
-50.0,50,167.899269
-50.0,50,169.881716
-50.0,50,171.752894
-50.0,50,173.637391
-50.0,50,175.492875
-50.0,50,177.17023
-50.0,50,179.103023
-50.0,50,181.219272
-50.0,50,183.165962
0.0,1,183.217277
-23.0,24,184.175733
-50.0,50,185.935975
-50.0,50,187.897742
-50.0,50,189.817138
-50.0,50,191.79286
-50.0,50,193.763559
-50.0,50,195.821538
-50.0,50,197.682296
-50.0,50,199.56226
0.0,1,199.59332
-5.0,6,199.852012
-50.0,50,201.973875
-2.0,3,202.073047
-50.0,50,203.935048
-50.0,50,205.922127
-50.0,50,207.929677
0.0,1,207.979833
-50.0,50,209.991595
-50.0,50,211.877407
-50.0,50,213.733588
-50.0,50,215.719995
-50.0,50,217.788238
-50.0,50,219.751212
-50.0,50,221.633834
-50.0,50,223.615719
-50.0,50,225.523711
-50.0,50,227.426483
-11.0,12,227.890255
-50.0,50,229.726874
-50.0,50,231.540689
-50.0,50,233.272885
0.0,1,233.318022
-50.0,50,235.366316
-50.0,50,237.277907
-50.0,50,239.302435
0.0,1,239.342238
-50.0,50,241.196212
-50.0,50,243.080843
-50.0,50,244.89559
-50.0,50,246.897218
-50.0,50,248.730349
-50.0,50,250.599868
-50.0,50,252.706648
-50.0,50,254.544163
-50.0,50,256.249933
-50.0,50,258.068492
-50.0,50,259.869813
-50.0,50,261.647811
-50.0,50,263.563702
-50.0,50,265.637447
0.0,1,265.680496
-50.0,50,267.492197
-50.0,50,269.388834
-50.0,50,271.233756
-50.0,50,273.195134
-50.0,50,275.083179
-50.0,50,276.992283
0.0,1,277.024709
-50.0,50,278.873553
-50.0,50,280.640157
-50.0,50,282.58795
-50.0,50,284.543928
-50.0,50,286.23218
-50.0,50,287.962605
-50.0,50,289.957147
0.0,1,290.005075
-50.0,50,292.054628
-50.0,50,293.929059
-50.0,50,295.839138
0.0,1,295.875495
-50.0,50,297.955928
-50.0,50,299.872313
0.0,1,299.898305
-50.0,50,301.811262
-50.0,50,303.81682
0.0,1,303.848879
-50.0,50,305.669077
-50.0,50,307.67693
-50.0,50,309.529564
-50.0,50,311.56267
-50.0,50,313.563261
0.0,1,313.606592
-50.0,50,315.528867
-50.0,50,317.326902
-50.0,50,319.180537
-50.0,50,331.547318
-50.0,50,333.519889
-50.0,50,335.438753
-50.0,50,337.312403
-50.0,50,339.297101
-50.0,50,341.304874
-50.0,50,343.348878
0.0,1,343.371092
-50.0,50,345.159712
-50.0,50,347.095937
-50.0,50,348.923614
-50.0,50,350.725805
-50.0,50,352.586274
-50.0,50,354.374351
0.0,1,354.415161
-50.0,50,356.360702
-50.0,50,358.294796
-50.0,50,360.32115
-50.0,50,362.225073
-50.0,50,364.070292
-50.0,50,365.840086
-50.0,50,367.611591
-50.0,50,369.42154
0.0,1,369.461008
-50.0,50,371.377383
-50.0,50,373.502625
-50.0,50,375.389537
-50.0,50,377.252275
-50.0,50,379.232043
-50.0,50,381.23136
-50.0,50,383.309604
-50.0,50,385.163874
-50.0,50,387.000163
-50.0,50,389.200123
0.0,1,389.249462
-50.0,50,391.251616
-50.0,50,393.165318
-50.0,50,395.169769
-50.0,50,397.247024
-50.0,50,399.396618
-50.0,50,401.227077
-50.0,50,403.24447
-50.0,50,405.229572
-50.0,50,407.054615
-50.0,50,408.905893
-50.0,50,410.949543
-50.0,50,412.70383
-50.0,50,414.514222
-50.0,50,416.305386
-50.0,50,418.110258
-50.0,50,419.989147
-50.0,50,421.778845
-50.0,50,423.575191
-14.0,15,424.121688
-14.0,15,424.740843
-50.0,50,426.736071
-50.0,50,428.617882
-50.0,50,430.470364
-50.0,50,432.347196
-50.0,50,434.343576
-50.0,50,436.282864
-50.0,50,438.069974
