#{"t_start": 1635498525.378627, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,4.736318
-50.0,50,6.515092
-50.0,50,8.516563
-50.0,50,11.085651
-50.0,50,14.69333
-50.0,50,19.267793
-50.0,50,24.824544
-50.0,50,30.808543
-50.0,50,37.252614
-50.0,50,42.22158
-50.0,50,47.400449
-50.0,50,53.973514
-14.0,15,56.149974
-50.0,50,63.06358
-50.0,50,69.145791
-50.0,50,74.746297
-50.0,50,80.782422
-50.0,50,86.027069
-50.0,50,92.551202
-50.0,50,98.847754
-50.0,50,104.984925
-50.0,50,115.51837
-50.0,50,121.2607
-50.0,50,127.037638
-50.0,50,133.811381
0.0,1,133.876628
-50.0,50,139.458064
-50.0,50,144.110306
0.0,1,144.238112
-50.0,50,148.908775
-50.0,50,153.82079
-50.0,50,157.918256
-50.0,50,163.82947
-50.0,50,169.915484
-50.0,50,175.902287
0.0,1,176.035529
-50.0,50,182.155941
-50.0,50,188.073684
-50.0,50,192.343318
-50.0,50,198.667431
-50.0,50,204.835463
-50.0,50,209.800696
-50.0,50,215.668186
-50.0,50,221.769378
-50.0,50,233.285413
-50.0,50,238.663822
-50.0,50,244.615135
-50.0,50,251.124654
-50.0,50,255.915168
-50.0,50,261.721965
0.0,1,261.876738
-50.0,50,267.946917
-50.0,50,273.258602
-50.0,50,278.648971
-50.0,50,284.354435
-50.0,50,289.238388
-50.0,50,294.147177
0.0,1,294.247506
-50.0,50,299.931374
-50.0,50,304.168472
-50.0,50,309.394175
-50.0,50,314.551316
-50.0,50,319.545632
-50.0,50,324.897217
-50.0,50,331.440394
-50.0,50,337.317482
-50.0,50,343.896562
-50.0,50,355.273665
-50.0,50,362.037665
-50.0,50,368.761189
-50.0,50,373.343398
-50.0,50,378.670708
-50.0,50,385.21646
-50.0,50,391.800396
-50.0,50,398.56844
-50.0,50,404.622856
-50.0,50,411.024282
-50.0,50,417.778838
0.0,1,417.959045
-50.0,50,424.586707
-50.0,50,430.785275
-50.0,50,437.435272
-50.0,50,443.295074
-50.0,50,449.639157
0.0,1,449.753143
-50.0,50,455.898595
-50.0,50,461.785205
-50.0,50,467.419023
-50.0,50,473.84814
-50.0,50,484.87543
-50.0,50,490.908676
-50.0,50,497.671413
-50.0,50,503.245865
-3.0,4,503.766938
-50.0,50,509.540213
-50.0,50,513.839594
-50.0,50,518.418778
-50.0,50,523.69864
-50.0,50,530.217963
-50.0,50,535.687276
-50.0,50,542.64733
-50.0,50,547.93311
-50.0,50,553.619451
-50.0,50,559.28721
