#{"t_start": 1635498525.2325966, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,4.885545
-50.0,50,6.678037
-50.0,50,8.666692
-8.0,9,9.297554
-50.0,50,11.894781
-50.0,50,15.797593
-50.0,50,20.595932
-50.0,50,26.176912
-50.0,50,32.306692
-50.0,50,38.482737
-50.0,50,43.574298
-50.0,50,48.867694
0.0,1,48.999729
0.0,1,49.130149
-50.0,50,55.733129
-50.0,50,62.600024
-50.0,50,68.926356
-50.0,50,74.397239
-50.0,50,80.611097
0.0,1,80.69179
-50.0,50,85.765761
-50.0,50,92.253891
-50.0,50,98.731905
-50.0,50,104.75626
-50.0,50,115.268736
-50.0,50,121.123732
-50.0,50,126.93076
-50.0,50,133.425871
-50.0,50,139.24561
-50.0,50,143.942065
0.0,1,144.010257
-50.0,50,148.679713
-50.0,50,153.609889
-50.0,50,157.686958
-50.0,50,163.569196
-50.0,50,169.681935
-50.0,50,175.55871
-50.0,50,181.634175
-50.0,50,187.786624
-50.0,50,191.998852
-50.0,50,198.24779
-50.0,50,204.451332
-50.0,50,209.391783
-50.0,50,215.302134
-50.0,50,221.354926
-50.0,50,232.728006
-50.0,50,237.987658
-50.0,50,244.099794
-50.0,50,250.684408
-50.0,50,255.511237
-50.0,50,261.146731
-50.0,50,267.388858
-50.0,50,272.79176
-50.0,50,278.222732
-50.0,50,283.879256
-50.0,50,288.886287
-50.0,50,293.674958
-50.0,50,299.386929
-50.0,50,303.803652
-50.0,50,308.675326
-50.0,50,313.991489
-50.0,50,318.781675
-50.0,50,324.162638
-50.0,50,330.715178
-50.0,50,336.613468
-50.0,50,343.072383
-50.0,50,354.538735
-50.0,50,361.318512
-50.0,50,367.916331
-50.0,50,373.018459
-50.0,50,378.024946
-50.0,50,384.526104
-50.0,50,390.931795
-50.0,50,397.898445
-50.0,50,403.801667
0.0,1,403.924046
-50.0,50,410.560293
-50.0,50,417.205227
-50.0,50,423.999863
-50.0,50,430.054394
0.0,1,430.155987
0.0,1,430.313832
-50.0,50,436.939739
-50.0,50,442.839351
-50.0,50,449.232548
-50.0,50,455.270802
-50.0,50,461.213038
-50.0,50,466.825702
-50.0,50,473.155813
-50.0,50,484.353136
0.0,1,484.459642
-50.0,50,490.410081
-50.0,50,497.147568
-50.0,50,502.847327
-50.0,50,509.006616
-50.0,50,512.953734
0.0,1,513.036166
-50.0,50,517.870623
-50.0,50,522.856272
-50.0,50,529.249734
-50.0,50,534.865692
-50.0,50,542.046711
-50.0,50,547.137894
