#{"t_start": 1635082921.8218572, "env_id": "NaivePickAndPlace-v0"}
r,l,t
0.054554,50,0.679699
23.235307,50,0.854583
26.192834,50,1.031469
27.961873,50,1.209704
1.586953,50,1.401059
29.45356,50,1.575928
0.775855,50,1.748854
9.027997,50,1.93226
3.055869,50,2.100747
7.003456,50,2.273207
3.211072,50,2.43217
0.616873,50,2.616489
0.42277,50,2.788781
1.859104,50,2.954938
21.631728,50,3.136128
0.448533,50,3.30067
3.799514,50,3.487405
0.752433,50,3.664884
0.009924,1,3.670061
20.10621,29,3.77311
10.883954,50,3.96735
0.409908,50,4.141295
4.799006,50,4.340514
4.577543,50,4.526233
6.642469,50,4.707581
20.122925,50,4.911579
1.221105,50,5.130979
0.504928,50,5.353379
2.434667,50,5.595141
2.926769,50,5.857113
3.299703,50,6.141092
1.336195,50,6.420985
0.883134,50,6.69823
0.632884,50,7.044498
25.609206,50,7.336059
25.092884,50,7.611368
0.170554,50,7.936063
26.620366,50,8.269607
5.476967,50,8.56518
0.409143,50,8.881128
1.499615,50,9.1832
1.19573,50,9.496994
1.678362,50,9.817683
0.551169,50,10.190031
6.034155,50,10.529917
4.048012,50,10.87765
3.621779,50,11.238705
26.17078,50,11.579692
2.770003,50,11.946635
4.575153,50,12.33689
0.648729,50,12.707092
1.775218,50,13.081563
1.061199,50,13.443336
0.980939,50,13.78751
2.699882,50,14.173337
25.918551,50,14.568807
0.508329,50,14.962483
29.443439,50,15.372485
26.614096,50,15.810647
19.970925,50,16.240665
2.396589,50,16.626311
0.794247,50,17.038783
17.349651,50,17.476169
1.440774,50,17.900503
0.140439,50,18.295443
7.665165,50,18.726891
2.30498,50,19.147809
2.938506,50,19.578001
17.281667,50,19.986329
0.234185,50,20.396876
3.354387,50,20.808339
3.248189,50,21.204597
6.69459,50,21.611013
1.642873,50,22.028377
2.375349,50,22.43031
33.180554,50,22.878367
3.482139,50,23.321981
0.103729,50,23.747811
1.119445,50,24.186262
0.706027,50,24.605404
8.048142,50,25.06539
0.471469,50,25.496542
34.884877,50,25.9443
2.789722,50,45.42853
2.845316,50,45.873656
0.547306,50,46.297868
0.561844,50,46.726703
3.060304,50,47.164634
1.589366,50,47.606736
20.905045,50,48.033898
5.714345,50,48.481108
1.528591,50,48.905967
24.395059,50,49.346409
1.13585,50,49.767097
4.020465,50,50.179695
3.366755,50,50.582664
2.727473,50,51.017933
3.962124,50,51.438542
22.411395,50,51.854258
2.367756,50,52.286881
1.330352,50,52.713119
5.04649,50,53.150176
1.531067,50,53.578019
24.133645,50,53.984494
2.187843,50,54.403135
17.888282,50,54.827913
1.72909,50,55.236094
18.298028,50,55.657485
3.673787,50,56.08319
2.004117,50,56.500872
4.919386,50,56.930274
2.596967,50,57.360854
11.591023,50,57.793824
29.178482,50,58.228904
6.616776,50,58.662483
10.300929,50,59.102518
4.083121,50,59.541518
2.725896,50,59.96105
4.269395,50,60.385843
5.376608,50,60.812353
32.932246,50,61.293809
6.875511,50,61.771573
5.564888,50,62.27549
0.973393,50,62.742964
3.816624,50,63.215215
29.097986,50,63.659623
1.627484,50,64.121303
2.418929,50,64.570242
1.275486,50,65.014022
0.076664,50,65.440257
0.124824,50,65.881202
10.667765,50,66.342403
9.486609,50,66.774589
4.51816,50,67.226552
2.813349,50,67.638462
5.594765,50,68.071703
5.495732,50,68.581735
8.349334,50,69.015466
4.526748,50,69.447145
3.698328,50,69.9132
4.003542,50,70.385436
4.626679,50,70.819182
2.803943,6,70.873735
15.626766,50,71.348802
35.482596,50,71.82109
0.40671,50,72.282777
0.025335,1,72.293746
3.306641,50,72.808765
2.132381,50,73.249059
4.86718,50,73.678694
2.284495,50,74.120192
2.753441,50,74.576565
3.076974,50,75.046782
7.083751,50,75.498257
3.726724,50,75.942324
5.57567,50,76.368601
4.816899,50,76.823345
4.091583,50,77.273732
0.141579,50,77.737447
0.088483,1,77.745384
2.413394,50,78.205086
1.908518,50,78.664818
3.319302,50,79.115942
0.425372,50,79.591878
3.473092,50,80.072204
6.783409,50,80.532865
1.484215,50,80.997556
0.264849,50,81.439303
17.613638,50,101.253854
19.059859,50,101.727226
16.319912,50,102.161417
0.306906,50,102.583073
2.175171,50,103.058409
0.202823,50,103.495913
1.623849,50,103.951088
3.918347,50,104.403173
5.039994,50,104.868714
12.310624,16,105.009829
5.375201,50,105.481701
25.264434,50,105.951297
27.415079,50,106.420074
3.413247,50,106.91096
8.27962,50,107.375484
2.67499,50,107.855396
0.65257,50,108.345077
0.612048,50,108.850892
5.391964,50,109.326299
0.862923,50,109.78092
4.450491,50,110.204148
5.047829,50,110.64964
8.630395,50,111.101585
14.954688,50,111.557048
4.274287,50,112.021766
4.799464,50,112.47515
5.514199,50,112.908612
21.783879,50,113.367424
2.584096,50,113.816518
4.537997,50,114.283435
2.207068,50,114.766045
12.959551,50,115.220787
28.424325,50,115.667798
9.029952,50,116.115844
6.090816,50,116.595381
6.133776,50,117.071747
2.225236,50,117.511357
2.70445,50,117.950168
4.761262,50,118.429688
6.45866,50,118.856276
2.008871,50,119.319509
6.324646,50,119.797769
15.230136,50,120.276598
1.295337,50,120.737243
0.701634,50,121.186562
1.465253,50,121.647622
1.053621,50,122.105304
32.535462,44,122.496573
0.5816,50,122.937291
28.753945,50,123.433555
2.486037,50,123.902163
9.730511,50,124.38323
4.648538,50,124.836899
12.365626,50,125.301301
1.626217,50,125.737252
6.437442,50,126.160622
3.144663,50,126.663552
3.228443,50,127.115321
7.074011,50,127.591816
0.174465,50,128.05942
19.985328,50,128.541017
4.862565,50,129.001014
5.668493,50,129.430992
0.552863,50,129.880636
0.269676,50,130.341659
