#{"t_start": 1635082922.1318054, "env_id": "NaivePickAndPlace-v0"}
r,l,t
1.462834,50,0.370129
0.214389,50,0.545363
27.099632,50,0.722707
0.030096,1,0.7276
3.514397,50,0.907227
1.712798,50,1.098014
3.677622,50,1.27254
1.186342,50,1.445218
3.23732,50,1.628929
2.121329,50,1.796099
2.885926,50,1.968251
2.345115,50,2.127082
0.718431,50,2.311766
0.412583,50,2.484051
0.4079,50,2.649722
3.927631,50,2.831112
2.60522,50,2.995392
26.471632,50,3.182358
2.6971,50,3.360683
2.565306,50,3.541209
25.000991,50,3.734675
14.33117,50,3.904746
0.120869,50,4.111644
20.678476,50,4.292003
3.794853,21,4.369335
0.458799,50,4.573366
0.959258,50,4.777626
2.502744,50,4.997031
22.689958,50,5.254822
0.046013,50,5.491849
2.002943,50,5.776476
3.564474,50,6.075193
0.817385,50,6.350655
0.801109,50,6.694046
1.838595,50,6.987574
3.98596,50,7.25919
6.612027,50,7.574294
5.879623,50,7.917613
26.032432,50,8.214112
2.385489,50,8.523847
5.89384,50,8.822255
0.157211,50,9.142254
1.825845,50,9.458161
4.632107,50,9.83025
1.395467,50,10.168855
3.091075,50,10.506968
1.201813,50,10.880285
1.735336,50,11.220491
26.67719,50,11.581366
18.220682,50,11.966884
33.06827,50,12.329628
31.153528,50,12.714715
0.671498,50,13.067186
34.647449,50,13.425942
5.434846,50,13.80255
22.441218,50,14.20395
2.31902,50,14.598485
2.034054,50,15.0003
0.170243,50,15.437859
0.743536,50,15.871348
19.464705,50,16.25773
2.930866,50,16.670332
0.092577,50,17.103844
0.054286,50,17.519932
4.184437,50,17.923081
0.182235,50,18.348247
2.141798,50,18.774321
20.152533,50,19.203203
12.103284,50,19.614439
0.25599,50,20.016589
2.592059,50,20.432914
4.631312,50,20.832961
0.631227,50,21.241501
0.619119,50,21.648028
7.013862,50,22.059737
3.816023,50,22.485469
26.999253,50,22.933161
1.416637,50,23.370813
0.120707,50,23.810325
5.226507,50,24.22835
4.288542,50,24.688224
3.342159,50,25.106679
0.810494,50,25.568443
3.320158,50,45.046289
5.374326,50,45.489452
2.890706,50,45.929136
4.032001,50,46.343367
4.59468,50,46.785814
6.051596,50,47.232192
2.623425,50,47.650407
1.097493,50,48.101678
15.41956,50,48.531636
0.646381,50,48.970586
2.820737,50,49.395911
3.359128,50,49.810487
9.161978,50,50.206093
9.240829,50,50.637182
1.482431,50,51.068949
4.793936,50,51.484042
4.761093,50,51.908914
4.120621,50,52.330452
2.482713,50,52.780041
1.824514,50,53.20638
3.003042,50,53.609597
4.210026,50,54.034796
0.87906,50,54.455979
4.779856,50,54.861332
0.187092,50,55.288502
3.401533,50,55.710335
19.429748,50,56.131891
0.267694,50,56.553216
3.859387,50,56.981767
4.54876,50,57.41327
1.705112,50,57.846603
2.423192,50,58.286348
0.439392,50,58.727675
4.145052,50,59.172011
2.821543,50,59.591815
21.052426,50,60.006362
3.021515,50,60.429884
3.532274,50,60.921875
7.124426,50,61.388497
0.764632,50,61.893641
2.850442,50,62.355693
5.058162,50,62.828542
4.37312,50,63.275857
2.662994,50,63.740326
0.400086,50,64.19463
0.486211,50,64.642588
0.577257,50,65.065953
7.855615,50,65.51166
32.477075,50,65.960138
7.051757,50,66.379851
16.777635,50,66.836784
4.446265,50,67.270112
18.957473,50,67.705305
2.466393,50,68.178812
11.851889,50,68.645194
4.243657,50,69.070167
5.096064,50,69.521548
6.216207,50,69.993538
6.054292,50,70.438929
3.444413,50,70.913004
1.437377,50,71.373649
1.7685,50,71.852761
1.894862,50,72.346248
0.539456,50,72.793567
4.743233,50,73.243466
27.684085,50,73.674095
2.685139,50,74.138042
8.038652,50,74.604015
3.130302,50,75.048191
13.653073,50,75.487096
1.361785,50,75.920238
0.137708,50,76.378189
2.979775,50,76.810539
1.187955,50,77.277968
3.808271,50,77.730663
2.781382,50,78.198582
1.090752,50,78.656377
0.156821,50,79.131211
31.774153,50,79.615579
29.495796,50,80.075052
2.057813,50,80.53956
2.474476,50,80.973928
1.298048,50,100.809255
3.613745,50,101.275519
4.816519,50,101.70526
8.377268,50,102.125133
8.108303,50,102.624386
9.303889,50,103.052434
3.685278,50,103.497215
4.228928,50,103.94631
8.31951,50,104.404454
0.905178,50,104.88447
2.812188,50,105.341236
1.719062,50,105.818516
2.191028,50,106.289582
4.118803,50,106.777732
29.529625,50,107.240905
0.004024,1,107.254197
30.926468,50,107.7367
29.597835,50,108.252114
4.73426,50,108.718922
5.487479,50,109.186119
23.33402,50,109.640861
2.785213,50,110.071335
9.335356,50,110.515939
1.400302,50,110.968029
4.984583,50,111.419854
17.585771,50,111.867988
1.44319,50,112.330495
4.645245,50,112.783535
9.18491,50,113.242789
2.661005,50,113.689916
2.275413,50,114.161383
25.265541,50,114.631582
22.774325,50,115.096068
11.543389,50,115.549516
8.85914,50,115.990219
2.723288,50,116.475204
8.151734,50,116.953269
0.498026,50,117.372873
3.730005,50,117.828983
25.143405,50,118.300167
1.886673,50,118.730922
4.09275,50,119.172637
21.318754,50,119.682791
13.149075,50,120.125763
17.162761,50,120.588229
0.485094,50,121.036379
5.10245,50,121.503025
2.315183,50,121.964754
0.296012,50,122.401064
0.233782,50,122.890022
1.21996,50,123.351002
0.411831,50,123.825211
3.106394,50,124.290553
3.051,50,124.750187
31.673588,50,125.203756
8.189275,50,125.637253
3.854149,50,126.116946
15.369263,50,126.579835
34.61963,50,127.045089
7.586394,50,127.528168
0.14713,1,127.536146
0.287271,50,128.002993
2.848782,50,128.470751
7.788451,50,128.907065
