#{"t_start": 1634652094.055155, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,1.362411
-50.0,50,1.871084
-50.0,50,2.445301
-50.0,50,2.995144
-50.0,50,3.645658
-50.0,50,4.334889
-50.0,50,5.149041
-24.0,25,5.543347
-50.0,50,6.382126
-50.0,50,7.221188
-50.0,50,8.019633
-50.0,50,8.902174
-50.0,50,9.778638
-50.0,50,10.715819
-50.0,50,11.628095
-50.0,50,12.567202
-50.0,50,13.536048
-50.0,50,14.484031
-50.0,50,15.469291
-50.0,50,16.544066
-50.0,50,17.725028
-50.0,50,18.758131
-50.0,50,19.905366
-50.0,50,21.114517
-50.0,50,22.23654
-50.0,50,23.461354
-50.0,50,24.462749
-50.0,50,25.668778
-50.0,50,26.692767
-50.0,50,27.745184
-50.0,50,28.697383
-50.0,50,29.711268
-50.0,50,30.6318
-50.0,50,31.572935
-50.0,50,32.757469
-50.0,50,33.8341
-50.0,50,35.091751
-50.0,50,36.151727
-50.0,50,37.211548
-50.0,50,38.266271
-50.0,50,39.370748
-50.0,50,40.332014
-50.0,50,41.295112
-50.0,50,42.254516
-50.0,50,43.245456
-50.0,50,44.247075
-50.0,50,45.184989
-50.0,50,46.164095
-50.0,50,47.221883
-50.0,50,48.353469
-50.0,50,49.657416
-50.0,50,50.739542
-50.0,50,52.000477
-50.0,50,53.525731
-50.0,50,55.803258
-50.0,50,56.908041
-50.0,50,57.980301
-50.0,50,59.069515
-50.0,50,60.172186
-50.0,50,61.277017
0.0,1,61.300404
-50.0,50,62.441823
-50.0,50,63.466755
-50.0,50,64.536983
-50.0,50,65.500702
-50.0,50,66.527843
-50.0,50,67.751613
-50.0,50,68.958287
-50.0,50,70.005091
-50.0,50,71.093573
-50.0,50,72.091864
-50.0,50,73.123043
-50.0,50,74.118582
-50.0,50,75.134784
-50.0,50,76.100133
-50.0,50,77.431667
-50.0,50,78.658658
-50.0,50,79.760598
-50.0,50,80.93601
-50.0,50,82.027009
-50.0,50,83.121804
-50.0,50,84.223947
-50.0,50,86.134409
-50.0,50,107.671925
-50.0,50,109.11525
-50.0,50,110.345147
-50.0,50,111.723741
-50.0,50,113.328657
-50.0,50,114.828423
-50.0,50,116.025887
-50.0,50,117.518879
-50.0,50,119.105493
-50.0,50,120.649811
-50.0,50,122.053987
-50.0,50,123.654687
-50.0,50,125.237306
-50.0,50,126.522923
-50.0,50,127.976923
-50.0,50,129.332046
-50.0,50,130.601372
-50.0,50,132.020837
-50.0,50,133.289246
-50.0,50,134.339937
-50.0,50,135.577729
-50.0,50,136.92002
-50.0,50,138.382475
-50.0,50,139.720907
-50.0,50,140.876003
-50.0,50,141.997384
-50.0,50,143.36152
-50.0,50,144.802575
-50.0,50,146.130767
-50.0,50,147.528978
-50.0,50,148.786221
-50.0,50,150.137616
-50.0,50,151.440144
-50.0,50,152.998187
-50.0,50,154.137974
-50.0,50,155.298728
0.0,1,155.333264
-50.0,50,156.565644
-50.0,50,157.904874
-50.0,50,159.393623
-50.0,50,160.942232
-50.0,50,162.429472
-50.0,50,163.53162
-50.0,50,164.849143
-50.0,50,165.969783
-50.0,50,167.284161
-50.0,50,168.506801
-50.0,50,169.817225
-50.0,50,171.032008
-50.0,50,172.431701
-50.0,50,174.002455
-50.0,50,175.288891
-50.0,50,176.453471
-50.0,50,177.748892
-50.0,50,178.832774
-50.0,50,179.974162
-50.0,50,181.165667
-50.0,50,182.392148
-50.0,50,183.777435
-50.0,50,184.942981
-50.0,50,186.136017
-50.0,50,187.545954
-50.0,50,188.678903
-50.0,50,189.929521
-50.0,50,191.169317
-50.0,50,192.189072
-50.0,50,193.448352
-50.0,50,194.649688
-50.0,50,195.866187
-50.0,50,197.056627
-50.0,50,198.428089
-50.0,50,199.627062
-50.0,50,200.753926
-50.0,50,202.108284
-50.0,50,203.602692
-50.0,50,205.100878
-50.0,50,206.289291
-50.0,50,207.53554
-50.0,50,208.790194
-50.0,50,209.903214
-50.0,50,210.995941
-50.0,50,212.288832
-50.0,50,213.723147
-50.0,50,233.848304
-50.0,50,235.254346
-50.0,50,236.353892
0.0,1,236.375307
-50.0,50,237.672873
-50.0,50,238.858822
-50.0,50,240.236211
-50.0,50,241.998434
-50.0,50,243.167175
-50.0,50,244.379833
-50.0,50,245.458075
0.0,1,245.484665
-50.0,50,246.719056
-50.0,50,247.989786
-50.0,50,249.341229
-50.0,50,250.552302
-50.0,50,251.850097
-50.0,50,253.014982
-50.0,50,254.183061
-50.0,50,255.508806
-50.0,50,256.731845
-50.0,50,258.083433
-50.0,50,259.39704
-50.0,50,260.851587
-50.0,50,262.225023
-50.0,50,263.38293
-50.0,50,264.716321
-50.0,50,265.961042
-50.0,50,267.271699
-50.0,50,268.600843
-50.0,50,269.951887
-50.0,50,271.135605
-50.0,50,272.392513
-50.0,50,273.614185
-50.0,50,274.975144
-50.0,50,276.128793
-50.0,50,277.2524
-50.0,50,278.351353
-50.0,50,279.506577
-50.0,50,280.675509
-50.0,50,281.959006
-50.0,50,283.15403
-50.0,50,284.39899
-50.0,50,285.890092
-50.0,50,286.994945
-50.0,50,288.379355
-50.0,50,289.708082
-50.0,50,291.103989
-50.0,50,292.761743
-50.0,50,294.117715
-50.0,50,295.449514
-50.0,50,296.690993
-50.0,50,297.973423
-50.0,50,299.273359
-50.0,50,300.426452
-50.0,50,301.725705
0.0,1,301.751685
-50.0,50,303.085146
-50.0,50,304.447713
-50.0,50,305.820062
-50.0,50,307.449353
-50.0,50,308.973981
-50.0,50,310.473035
-50.0,50,311.704555
-50.0,50,313.252426
-50.0,50,314.594775
-50.0,50,315.899996
-50.0,50,317.314085
-50.0,50,318.600266
-50.0,50,319.911663
-50.0,50,321.418118
0.0,1,321.448657
-50.0,50,322.998649
-50.0,50,324.42532
-50.0,50,325.804261
-50.0,50,327.15667
-50.0,50,328.386747
-50.0,50,329.794305
-50.0,50,331.129576
-50.0,50,332.440141
-50.0,50,333.596017
-50.0,50,334.88863
-50.0,50,336.112838
-50.0,50,337.528506
-50.0,50,338.855202
-50.0,50,340.171715
-50.0,50,357.980338
-50.0,50,359.384098
-50.0,50,360.679421
-50.0,50,361.814781
-50.0,50,363.250528
-50.0,50,364.428307
-50.0,50,365.762727
-50.0,50,367.065376
-50.0,50,368.465743
-50.0,50,369.760511
-50.0,50,371.101649
-50.0,50,372.354956
-50.0,50,373.557784
-50.0,50,374.784183
-50.0,50,376.182593
-50.0,50,377.436769
-50.0,50,378.795593
-50.0,50,380.043803
-50.0,50,381.237808
-50.0,50,382.504112
-50.0,50,383.813047
-50.0,50,385.042206
-50.0,50,386.422825
-50.0,50,387.801377
-50.0,50,389.273968
-50.0,50,390.463309
-50.0,50,391.605432
-50.0,50,392.791239
-50.0,50,394.055086
-50.0,50,395.586251
-50.0,50,396.960139
-50.0,50,398.216828
-50.0,50,399.351438
-50.0,50,400.596704
-50.0,50,401.709792
-50.0,50,403.028419
-50.0,50,404.156402
-50.0,50,405.414155
-50.0,50,406.533414
-50.0,50,407.704214
-50.0,50,409.125055
-50.0,50,410.444103
-50.0,50,411.838021
-50.0,50,413.447188
-50.0,50,414.626894
-50.0,50,415.83979
