#{"t_start": 1634652094.6015964, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,0.816867
-50.0,50,1.326096
-50.0,50,1.898059
-50.0,50,2.451613
-50.0,50,3.099594
-50.0,50,3.794061
-50.0,50,4.601422
-50.0,50,5.391754
-50.0,50,6.248545
-50.0,50,7.061254
-50.0,50,7.897217
-50.0,50,8.791201
-50.0,50,9.672372
-50.0,50,10.616686
-50.0,50,11.532858
-50.0,50,12.503006
-50.0,50,13.441188
-50.0,50,14.427925
-50.0,50,15.427679
-50.0,50,16.525505
-50.0,50,17.663955
-50.0,50,18.737293
-50.0,50,19.9177
-50.0,50,21.068513
-50.0,50,22.257898
-50.0,50,23.419291
-50.0,50,24.510085
-50.0,50,25.674982
-50.0,50,26.671898
0.0,1,26.705732
-50.0,50,27.667301
-50.0,50,28.730309
-50.0,50,29.628182
-50.0,50,30.562526
-50.0,50,31.740436
-50.0,50,32.752452
-50.0,50,33.923511
-50.0,50,35.105611
-50.0,50,36.07564
-50.0,50,37.19643
-50.0,50,38.294756
-50.0,50,39.31421
-50.0,50,40.23806
-50.0,50,41.214041
-50.0,50,42.197859
-50.0,50,43.210262
-50.0,50,44.151356
-50.0,50,45.152663
-50.0,50,46.154454
-50.0,50,47.23407
-50.0,50,48.457692
-50.0,50,49.642659
-50.0,50,50.87697
-50.0,50,52.214449
-50.0,50,54.399909
-50.0,50,55.842286
-50.0,50,56.903479
-50.0,50,57.924888
-50.0,50,59.02349
-50.0,50,60.181731
-50.0,50,61.237781
-50.0,50,62.407396
-50.0,50,63.44655
-50.0,50,64.435723
-50.0,50,65.468644
-50.0,50,66.460852
-50.0,50,67.857711
-50.0,50,68.885699
0.0,1,68.917396
-50.0,50,69.973617
-50.0,50,71.04128
-50.0,50,72.064596
-50.0,50,73.069862
-50.0,50,74.063891
-50.0,50,75.083101
-50.0,50,76.160821
-50.0,50,77.59121
-50.0,50,78.680786
-50.0,50,79.786793
-50.0,50,80.952855
-50.0,50,81.973182
-50.0,50,83.126426
-50.0,50,84.22554
-50.0,50,106.504234
-50.0,50,107.990398
-50.0,50,109.11011
-50.0,50,110.433823
-50.0,50,112.055223
-50.0,50,113.590682
-50.0,50,114.820522
-50.0,50,116.353468
-50.0,50,117.846338
-50.0,50,119.312584
-50.0,50,120.838923
-50.0,50,122.278077
-50.0,50,123.958142
-50.0,50,125.430171
-50.0,50,126.845313
-50.0,50,128.063223
-50.0,50,129.514616
-50.0,50,130.709949
-50.0,50,132.239688
-50.0,50,133.267415
-50.0,50,134.439236
-50.0,50,135.730754
-50.0,50,137.048345
-50.0,50,138.533524
-50.0,50,139.717019
-50.0,50,140.831362
-50.0,50,142.03416
-50.0,50,143.655145
-50.0,50,144.908006
-50.0,50,146.213602
-50.0,50,147.658439
-50.0,50,148.883066
-50.0,50,150.157298
-50.0,50,151.746395
-50.0,50,153.006293
-50.0,50,154.191297
-50.0,50,155.309996
-50.0,50,156.580337
-50.0,50,158.169946
-50.0,50,159.553101
-50.0,50,161.224925
-50.0,50,162.388609
-50.0,50,163.540683
-50.0,50,164.822808
-50.0,50,166.1664
-50.0,50,167.354981
-50.0,50,168.450761
-50.0,50,169.938504
-50.0,50,171.180704
-50.0,50,172.600091
-50.0,50,174.142418
-50.0,50,175.28448
-50.0,50,176.530759
-50.0,50,177.734947
-50.0,50,178.833367
-50.0,50,180.004051
-50.0,50,181.248776
-50.0,50,182.536996
-50.0,50,183.78745
-50.0,50,184.965641
-50.0,50,186.371197
-50.0,50,187.539832
-50.0,50,188.741576
-50.0,50,189.98193
-50.0,50,191.12983
-50.0,50,192.202707
-50.0,50,193.447229
-50.0,50,194.622254
-50.0,50,195.9293
-50.0,50,197.109425
-50.0,50,198.472431
-50.0,50,199.572252
-50.0,50,200.879202
-50.0,50,202.254832
-50.0,50,203.829557
-50.0,50,205.088226
-50.0,50,206.277151
-50.0,50,207.62651
-50.0,50,208.768898
-50.0,50,209.848225
-50.0,50,211.095171
0.0,1,211.13235
-50.0,50,212.483575
-50.0,50,232.66996
-50.0,50,233.990592
-50.0,50,235.270767
-50.0,50,236.381271
-50.0,50,237.751269
-50.0,50,238.861353
-50.0,50,240.53458
-50.0,50,242.095724
-50.0,50,243.196858
-50.0,50,244.368382
-50.0,50,245.494568
-50.0,50,246.710509
-50.0,50,247.981952
-50.0,50,249.4399
-50.0,50,250.544355
-50.0,50,251.86837
-50.0,50,252.936993
-50.0,50,254.308862
-50.0,50,255.514694
-50.0,50,256.775929
-50.0,50,258.069126
-50.0,50,259.528061
-50.0,50,260.927213
-50.0,50,262.171403
-50.0,50,263.382953
-50.0,50,264.731421
-50.0,50,266.032518
-50.0,50,267.327307
-50.0,50,268.677574
-50.0,50,269.953956
-50.0,50,271.13092
-50.0,50,272.443982
-50.0,50,273.648506
-50.0,50,274.918648
-50.0,50,276.058642
-50.0,50,277.220846
-50.0,50,278.333582
-50.0,50,279.514656
-50.0,50,280.728595
-50.0,50,281.9484
-50.0,50,283.165839
-50.0,50,284.572176
-50.0,50,285.860656
-50.0,50,287.023344
-50.0,50,288.375836
-50.0,50,289.762255
-50.0,50,291.353201
-50.0,50,292.926498
-50.0,50,294.137432
-50.0,50,295.485095
-50.0,50,296.706289
-50.0,50,298.003531
-50.0,50,299.25676
-50.0,50,300.494022
-50.0,50,301.881109
-50.0,50,303.222297
-50.0,50,304.468943
-50.0,50,305.916151
-50.0,50,307.625909
-50.0,50,309.040191
-50.0,50,310.456819
-50.0,50,311.811516
-50.0,50,313.294877
-50.0,50,314.701997
-50.0,50,316.013144
-50.0,50,317.279625
-50.0,50,318.599723
-50.0,50,319.954587
-50.0,50,321.529875
-50.0,50,323.006731
-50.0,50,324.447623
-50.0,50,325.826159
-50.0,50,327.12817
-50.0,50,328.446072
-50.0,50,329.783877
-50.0,50,331.15188
-50.0,50,332.411505
-50.0,50,333.56343
-50.0,50,334.872892
-50.0,50,336.146959
-50.0,50,337.529886
-50.0,50,338.915547
-50.0,50,356.724891
-50.0,50,358.025915
-50.0,50,359.373015
-50.0,50,360.603944
-50.0,50,361.898911
-50.0,50,363.243838
-50.0,50,364.518614
-50.0,50,365.71214
-50.0,50,367.159325
-50.0,50,368.530477
-50.0,50,369.747543
-50.0,50,371.096758
-50.0,50,372.313291
-50.0,50,373.594062
-50.0,50,374.711491
-50.0,50,376.191027
-50.0,50,377.463856
-50.0,50,378.785363
0.0,1,378.817318
-50.0,50,379.997342
-50.0,50,381.250876
-50.0,50,382.549212
-50.0,50,383.83173
-50.0,50,385.067305
-50.0,50,386.52545
-50.0,50,387.991666
-50.0,50,389.276926
-50.0,50,390.465923
-50.0,50,391.560591
-50.0,50,392.861415
-50.0,50,394.145072
-50.0,50,395.72061
-50.0,50,396.986235
-50.0,50,398.184146
-50.0,50,399.339505
-50.0,50,400.564581
-50.0,50,401.692581
-50.0,50,402.952154
-50.0,50,404.165631
-50.0,50,405.380691
-50.0,50,406.523843
-50.0,50,407.68378
-50.0,50,409.207119
-50.0,50,410.48496
-50.0,50,412.04027
-50.0,50,413.475938
-50.0,50,414.609044
-50.0,50,415.850446
-50.0,50,417.299006
-50.0,50,418.570644
-50.0,50,420.047773
-50.0,50,421.260702
-50.0,50,422.721626
-50.0,50,424.401765
-50.0,50,425.596355
-50.0,50,426.815189
-50.0,50,428.030344
-50.0,50,429.326503
-50.0,50,430.584612
-50.0,50,432.057152
-50.0,50,433.500101
-50.0,50,434.834057
-50.0,50,436.105682
-50.0,50,437.511246
-50.0,50,438.835786
-50.0,50,440.131682
-50.0,50,441.46782
-50.0,50,442.952675
-50.0,50,444.385972
-50.0,50,445.688411
-50.0,50,446.983686
-50.0,50,448.226376
-50.0,50,449.648557
-50.0,50,451.033352
-50.0,50,452.394734
-50.0,50,453.607474
-50.0,50,454.931338
-50.0,50,456.159548
-50.0,50,457.437377
-50.0,50,458.72395
-50.0,50,460.060956
-50.0,50,461.352633
-50.0,50,462.692926
-50.0,50,479.982252
-50.0,50,481.3254
-50.0,50,482.785764
-50.0,50,484.145022
-50.0,50,485.431118
-50.0,50,486.755423
-50.0,50,487.969636
-50.0,50,489.345681
-50.0,50,490.555035
-50.0,50,491.767928
0.0,1,491.793913
-50.0,50,493.120816
-50.0,50,494.443443
-50.0,50,495.844281
-50.0,50,497.075831
-50.0,50,498.424641
-50.0,50,499.696202
-50.0,50,500.970337
-50.0,50,502.275492
-50.0,50,503.742014
-50.0,50,505.260851
-50.0,50,506.615738
-50.0,50,508.339392
-50.0,50,509.86873
-50.0,50,511.185707
-50.0,50,512.507814
-50.0,50,513.71511
-50.0,50,514.923171
