#{"t_start": 1634647794.7662277, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
10.515348,50,0.773387
9.841678,50,1.211857
8.286325,50,1.628178
9.991612,50,2.044417
9.141641,50,2.488327
11.222848,50,2.899876
10.814785,50,3.390773
10.801436,50,3.877864
11.293659,50,4.467684
11.140971,50,5.169341
9.140158,50,5.923091
7.570126,50,6.700625
10.705277,50,7.611059
10.842446,50,8.456117
10.550133,50,9.333679
11.882453,50,10.342141
9.462772,50,11.285789
9.434279,50,12.269239
10.162976,50,13.349164
10.51373,50,14.395421
10.677728,50,15.450641
8.49853,50,16.478985
11.353284,50,17.508246
10.094448,50,18.401669
9.336202,50,19.19363
11.531522,50,20.022969
9.408636,50,20.755985
10.200047,50,21.524291
11.56005,50,22.300882
10.000892,50,23.094775
10.632664,50,23.888315
11.777726,50,24.79152
10.855814,50,25.764761
9.230885,50,26.752238
10.408548,50,27.738316
10.236413,50,28.80476
11.463259,50,29.938891
11.297877,50,30.968825
10.935087,50,32.115292
10.430258,50,33.186687
11.25526,50,34.216957
11.205919,50,35.31917
9.142752,50,36.357387
8.087221,50,37.441396
7.478831,50,38.542963
10.465895,50,39.619308
11.006922,50,40.75051
11.360341,50,41.84525
11.397597,50,43.010303
11.368753,50,44.149581
11.349319,50,45.286979
9.239142,50,46.407134
10.055228,50,47.481473
10.680947,50,48.527998
9.068626,50,49.531528
12.684734,50,50.608494
11.466251,50,51.725159
11.306517,50,52.926074
10.295364,50,54.031978
10.623998,50,55.020205
8.257711,50,56.008267
10.225334,50,57.013377
10.335848,50,58.128729
10.437519,50,59.246068
10.558134,50,60.294102
9.50998,50,61.422055
11.359975,50,62.517986
11.217729,50,63.578815
10.33069,50,64.746499
10.663934,50,65.902435
10.312342,50,67.082968
11.186559,50,68.156881
8.085753,50,69.181769
10.644377,50,70.305489
10.570023,50,71.473388
11.036482,50,72.542937
11.807516,50,73.656009
10.63627,50,74.781695
9.604626,50,75.921571
9.382876,50,77.099393
9.840646,50,78.261155
11.412163,50,95.193295
10.997211,50,96.352682
11.257714,50,97.53016
10.359833,50,98.604277
11.523515,50,99.656593
11.535408,50,100.817756
11.931685,50,101.865527
9.270357,50,102.951866
9.363591,50,104.056249
18.072049,50,105.309573
9.556646,50,106.521312
9.98623,50,107.640916
10.966834,50,108.56936
11.103788,50,109.561769
9.499949,50,110.521513
10.455452,50,111.578594
10.7368,50,112.631275
11.251651,50,113.787978
11.297829,50,114.772157
9.53774,50,115.814652
11.078992,50,116.849372
10.866235,50,117.827502
10.476421,50,118.856786
10.185917,50,119.914911
9.873785,50,120.925443
10.956264,50,121.905746
11.531821,50,122.954787
11.491184,50,124.058331
8.548799,50,125.120163
11.345909,50,126.265982
10.349318,50,127.386513
10.449573,50,128.629549
11.312954,50,129.689355
10.460215,50,130.774411
11.548936,50,131.853998
11.791114,50,133.112505
11.18379,50,134.311135
11.396787,50,135.441057
8.884247,50,136.538456
10.219184,50,137.610646
10.394462,50,138.734797
9.621884,50,139.731775
11.390497,50,140.783501
11.092648,50,141.692888
10.589541,50,142.532761
11.432402,50,143.455533
10.159688,50,144.385936
11.399312,50,145.363795
9.778156,50,146.338765
11.741245,50,147.225242
11.261905,50,148.22188
9.205593,50,149.145633
10.47666,50,150.09269
9.038227,50,151.118449
10.801307,50,152.129434
10.700386,50,153.260634
9.368839,50,154.35428
11.002777,50,155.499665
11.698129,50,156.788443
11.173477,50,157.853138
10.7844,50,158.931386
9.187719,50,159.934419
10.102289,50,160.82205
10.398721,50,161.87866
11.139172,50,162.994874
11.301843,50,164.064263
9.896422,50,165.208198
11.317099,50,166.325717
11.315294,50,167.482555
11.548353,50,168.652917
10.603221,50,169.698396
10.250127,50,170.810122
11.12952,50,171.897023
10.001253,50,172.973902
9.819897,50,174.082673
11.473836,50,175.155108
10.742276,50,176.203859
11.323185,50,177.285109
11.526926,50,178.375226
12.072509,50,179.402394
11.936945,50,180.484746
9.721282,50,181.658429
9.942104,50,198.531526
11.110484,50,199.551479
11.441235,50,200.498768
10.154904,50,201.441816
11.201211,50,202.332388
9.920773,50,203.258443
10.762589,50,204.156923
10.695853,50,204.983513
13.188037,50,205.84081
11.116814,50,206.68134
10.694131,50,207.520069
11.250469,50,208.4032
10.313422,50,209.310258
11.176974,50,210.135775
10.713034,50,210.975973
9.38834,50,211.902764
10.789533,50,212.720998
10.555422,50,213.620602
10.980656,50,214.466588
11.094012,50,215.321989
11.211617,50,216.223033
11.58178,50,217.212606
10.675006,50,218.393404
12.162647,50,219.553465
11.237292,50,220.663973
11.149509,50,221.850175
10.042582,50,223.073377
11.645674,50,224.273681
