#{"t_start": 1634652181.7500117, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,0.9453
-50.0,50,1.481985
-50.0,50,2.014008
-50.0,50,2.598083
-50.0,50,3.217086
-50.0,50,3.896983
-50.0,50,4.681009
-50.0,50,5.557548
-50.0,50,6.354509
-50.0,50,7.283653
-50.0,50,8.240955
-50.0,50,9.185713
-50.0,50,10.01079
-50.0,50,11.209579
-50.0,50,12.092676
-50.0,50,13.016393
-50.0,50,14.020165
-50.0,50,14.936608
-50.0,50,15.851901
-50.0,50,16.820051
-50.0,50,17.992502
-50.0,50,18.973154
-50.0,50,19.926601
-50.0,50,20.817007
-50.0,50,22.077319
-50.0,50,23.124653
-50.0,50,24.036879
-50.0,50,24.963136
-50.0,50,26.042691
-50.0,50,27.07044
-50.0,50,28.07267
-50.0,50,29.042668
-50.0,50,30.073504
-50.0,50,31.021302
-50.0,50,32.080515
-50.0,50,33.023188
-50.0,50,34.02534
-50.0,50,34.947364
-50.0,50,35.905168
-50.0,50,36.84755
-50.0,50,37.89314
-50.0,50,38.948753
-50.0,50,39.986716
-50.0,50,41.038875
-50.0,50,42.029393
-50.0,50,43.332211
-17.0,18,43.808942
-50.0,50,44.878547
-50.0,50,46.346554
-50.0,50,47.388328
0.0,1,47.414464
-50.0,50,48.833265
-50.0,50,49.991828
-50.0,50,51.122446
-50.0,50,52.213434
-50.0,50,53.496022
-50.0,50,54.715723
-50.0,50,55.762094
-50.0,50,56.831499
-50.0,50,58.129392
-50.0,50,59.346893
-50.0,50,60.508166
-50.0,50,61.597976
-50.0,50,62.704558
-50.0,50,63.786946
-50.0,50,64.85603
-50.0,50,66.061203
-50.0,50,67.237655
-50.0,50,68.81939
-50.0,50,70.064816
-50.0,50,71.185535
-50.0,50,72.439668
-50.0,50,73.503866
-50.0,50,74.853626
-50.0,50,76.219984
-50.0,50,77.48646
-50.0,50,78.92761
-50.0,50,80.33205
-50.0,50,81.754638
-50.0,50,82.888922
-50.0,50,84.138687
-50.0,50,85.287395
-50.0,50,86.407766
-50.0,50,103.279402
-50.0,50,104.715656
-50.0,50,106.013952
-50.0,50,107.43872
-50.0,50,108.848337
-50.0,50,110.249938
-50.0,50,111.471119
-50.0,50,112.715703
-50.0,50,114.017762
-50.0,50,115.314828
-50.0,50,116.543335
-50.0,50,117.76718
-50.0,50,119.080964
-50.0,50,120.528259
-50.0,50,122.077653
-50.0,50,123.581688
-50.0,50,124.823769
-50.0,50,126.066359
-50.0,50,127.193809
-50.0,50,128.330739
-50.0,50,129.771318
-50.0,50,131.126304
-50.0,50,132.705597
-50.0,50,134.076376
-50.0,50,135.474672
-50.0,50,136.732662
-50.0,50,138.148352
-50.0,50,139.574798
-50.0,50,140.732665
-50.0,50,141.997765
-50.0,50,143.307611
-50.0,50,144.914703
-50.0,50,146.286191
-50.0,50,147.691959
-50.0,50,149.154691
-50.0,50,150.520345
-50.0,50,151.828418
-50.0,50,153.150729
-50.0,50,154.506391
-50.0,50,155.842195
-50.0,50,157.164717
-50.0,50,158.439388
-50.0,50,159.585102
-50.0,50,160.757126
-50.0,50,162.165285
-50.0,50,163.342002
-50.0,50,164.710397
-50.0,50,165.970146
-50.0,50,167.207205
-50.0,50,168.530951
-50.0,50,169.817849
-50.0,50,171.084488
-50.0,50,172.233151
-50.0,50,173.510803
-50.0,50,174.84799
-50.0,50,176.067299
-50.0,50,177.495627
-50.0,50,178.961581
-50.0,50,180.272759
-50.0,50,181.498571
-50.0,50,182.755429
-50.0,50,184.257836
-50.0,50,185.795105
-50.0,50,187.144077
-50.0,50,188.619462
-50.0,50,190.203959
-50.0,50,191.448141
-50.0,50,192.612466
-50.0,50,193.846958
-50.0,50,195.12762
-50.0,50,196.38888
-50.0,50,197.542923
-50.0,50,198.920347
-50.0,50,200.249417
-50.0,50,201.579003
-50.0,50,202.894378
-50.0,50,204.175039
-50.0,50,205.457831
-50.0,50,206.603687
-50.0,50,208.112003
-50.0,50,209.639422
-50.0,50,210.87228
-50.0,50,227.030651
-50.0,50,228.448936
-50.0,50,229.831352
-50.0,50,231.164055
-50.0,50,232.596206
-50.0,50,233.929067
-50.0,50,235.144648
-50.0,50,236.447604
-50.0,50,237.793717
-50.0,50,239.022456
-50.0,50,240.470887
-50.0,50,241.720929
-50.0,50,242.964334
-50.0,50,244.268816
-50.0,50,245.723797
-50.0,50,247.239463
-50.0,50,248.654143
-50.0,50,249.986523
-50.0,50,251.616015
-50.0,50,252.900859
-50.0,50,254.543708
-50.0,50,256.044862
-50.0,50,257.371064
-50.0,50,258.710758
-50.0,50,260.183018
-50.0,50,261.750912
-50.0,50,263.163126
-50.0,50,264.647085
-50.0,50,265.999757
-50.0,50,267.524982
-50.0,50,268.767592
-50.0,50,270.075941
-50.0,50,271.483725
-50.0,50,272.849566
-50.0,50,274.348994
-50.0,50,275.532969
-50.0,50,276.931638
-50.0,50,278.344954
-50.0,50,279.708905
-50.0,50,280.894117
0.0,1,280.922123
-50.0,50,282.36481
-50.0,50,283.724595
-50.0,50,285.049756
-50.0,50,286.449585
-50.0,50,287.905163
-50.0,50,289.238768
-50.0,50,290.690776
-50.0,50,292.085403
-50.0,50,293.674087
-50.0,50,295.092067
-50.0,50,296.578406
-50.0,50,297.955436
-50.0,50,299.228743
-50.0,50,300.76114
-50.0,50,302.134972
-50.0,50,303.590656
-50.0,50,305.311798
-50.0,50,306.819534
-50.0,50,308.205839
-50.0,50,309.511808
-50.0,50,310.844915
-50.0,50,312.230709
-50.0,50,313.774285
-50.0,50,315.280001
-50.0,50,316.599161
-50.0,50,317.957642
-50.0,50,319.299142
-50.0,50,320.862337
-50.0,50,322.279916
-50.0,50,323.582617
-50.0,50,325.013808
-50.0,50,326.448251
-50.0,50,327.750246
-50.0,50,329.091411
-50.0,50,330.350388
-50.0,50,331.780917
-50.0,50,333.147145
-50.0,50,334.522664
-50.0,50,335.920567
-50.0,50,337.265559
-50.0,50,338.602074
-50.0,50,340.006922
-50.0,50,356.578829
-50.0,50,357.95541
-50.0,50,359.347161
-50.0,50,360.753606
-50.0,50,362.166082
-50.0,50,363.578913
-50.0,50,364.958478
-50.0,50,366.450913
-50.0,50,367.731604
-50.0,50,369.053425
-50.0,50,370.272063
-50.0,50,371.586278
-50.0,50,373.037279
-50.0,50,374.223355
-50.0,50,375.597781
-50.0,50,377.226166
-50.0,50,378.636016
-50.0,50,380.003656
-50.0,50,381.701803
-50.0,50,383.09012
-50.0,50,384.307617
-50.0,50,385.793832
-50.0,50,387.118758
-50.0,50,388.493009
-50.0,50,389.909378
-50.0,50,391.159113
-50.0,50,392.41183
-50.0,50,393.971399
-50.0,50,395.323588
-50.0,50,396.663765
-50.0,50,398.05489
-50.0,50,399.594301
-50.0,50,401.026201
0.0,1,401.066241
-50.0,50,402.56518
-50.0,50,404.019177
-50.0,50,405.388108
-50.0,50,406.94568
-50.0,50,408.43975
-50.0,50,409.833277
-50.0,50,411.110454
-50.0,50,412.334342
-50.0,50,413.718768
-50.0,50,414.966697
-50.0,50,416.377577
-50.0,50,417.799986
-50.0,50,419.103939
-50.0,50,420.477212
-19.0,20,421.10374
-50.0,50,422.513317
-50.0,50,423.756748
-50.0,50,425.139395
-50.0,50,426.518815
-50.0,50,428.00114
-50.0,50,429.615244
-50.0,50,431.109399
-50.0,50,432.470863
-50.0,50,433.964113
-50.0,50,435.262751
-50.0,50,436.649576
-50.0,50,438.135457
-50.0,50,439.47904
-50.0,50,440.921791
-50.0,50,442.407981
-50.0,50,443.813003
-50.0,50,445.263056
-50.0,50,446.722966
-50.0,50,448.029735
-50.0,50,449.536165
-50.0,50,450.988575
-50.0,50,452.491012
-50.0,50,453.92932
-50.0,50,455.378863
-50.0,50,456.672711
-50.0,50,458.04947
-50.0,50,459.516068
-50.0,50,461.278741
-50.0,50,462.660807
-50.0,50,464.260975
-50.0,50,465.809812
-50.0,50,467.311938
-50.0,50,468.945864
-50.0,50,470.44354
-50.0,50,487.214712
-50.0,50,488.68532
-50.0,50,490.060906
-50.0,50,491.456217
-50.0,50,492.803313
-50.0,50,494.38675
-50.0,50,495.819297
-50.0,50,497.238804
-50.0,50,498.742745
-50.0,50,500.193042
-50.0,50,501.553727
-50.0,50,502.819509
-50.0,50,504.324017
-50.0,50,505.820698
-50.0,50,507.528783
-50.0,50,508.983486
-50.0,50,510.54376
-50.0,50,512.055864
-50.0,50,513.685466
-50.0,50,515.137028
-50.0,50,516.583988
-50.0,50,518.050375
-50.0,50,519.376801
-50.0,50,520.927614
-50.0,50,522.350628
-50.0,50,523.640348
-50.0,50,525.076274
-50.0,50,526.366499
-50.0,50,527.739018
-50.0,50,529.245163
-50.0,50,530.847578
-50.0,50,532.324826
-50.0,50,533.780302
-50.0,50,535.283794
-50.0,50,536.710347
