#{"t_start": 1634652181.6639261, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
-50.0,50,1.029665
-50.0,50,1.567957
-50.0,50,2.101599
-50.0,50,2.683985
-50.0,50,3.303657
-50.0,50,3.990132
-50.0,50,4.769314
-50.0,50,5.635844
-50.0,50,6.44797
-50.0,50,7.374456
0.0,1,7.426666
-50.0,50,8.391129
-50.0,50,9.311443
-50.0,50,10.137319
-50.0,50,11.330362
-50.0,50,12.217876
-50.0,50,13.136231
-50.0,50,14.147715
-50.0,50,15.056125
-50.0,50,15.978097
-50.0,50,16.946019
-50.0,50,18.125457
-50.0,50,19.095757
-50.0,50,20.040172
-50.0,50,20.955634
-50.0,50,22.214825
-50.0,50,23.258056
-50.0,50,24.160957
-50.0,50,25.091221
-50.0,50,26.171211
-50.0,50,27.191051
-50.0,50,28.197556
-50.0,50,29.164407
-50.0,50,30.195933
-50.0,50,31.140395
-50.0,50,32.207629
-50.0,50,33.150022
-50.0,50,34.156227
-50.0,50,35.065503
-50.0,50,36.031351
-50.0,50,36.97662
-50.0,50,38.028801
-50.0,50,39.063435
-50.0,50,40.138345
-50.0,50,41.166956
-50.0,50,42.146181
-50.0,50,43.448741
0.0,1,43.499177
-50.0,50,44.630028
-50.0,50,46.041215
-50.0,50,47.121222
-50.0,50,48.421465
-50.0,50,49.684421
-50.0,50,50.862611
-50.0,50,51.887794
-50.0,50,53.068099
-50.0,50,54.39479
-50.0,50,55.42836
-50.0,50,56.528833
-50.0,50,57.739511
-50.0,50,59.046359
-50.0,50,60.139161
-50.0,50,61.296577
-50.0,50,62.40155
-50.0,50,63.534068
-50.0,50,64.529534
-50.0,50,65.672277
-49.0,50,66.861757
-50.0,50,68.339797
-50.0,50,69.721703
-50.0,50,70.830232
-50.0,50,72.11056
-50.0,50,73.180184
-50.0,50,74.409303
-50.0,50,75.797978
-50.0,50,77.057294
-50.0,50,78.577747
-50.0,50,79.99889
-50.0,50,81.396403
-50.0,50,82.553463
-50.0,50,83.725523
-50.0,50,84.939421
-50.0,50,86.133546
-50.0,50,102.781633
-50.0,50,104.345544
-50.0,50,105.646405
-50.0,50,107.046073
-50.0,50,108.297045
-50.0,50,109.928908
-50.0,50,111.026178
-50.0,50,112.368448
-50.0,50,113.563343
-50.0,50,114.936465
-50.0,50,116.230927
-50.0,50,117.366008
-50.0,50,118.659923
-50.0,50,120.092574
0.0,1,120.12264
-50.0,50,121.711447
-50.0,50,123.220682
-50.0,50,124.453083
-50.0,50,125.650741
-50.0,50,126.916181
-50.0,50,128.035102
-50.0,50,129.405348
-50.0,50,130.737289
-50.0,50,132.27723
-50.0,50,133.624111
-50.0,50,135.093677
-50.0,50,136.3193
-50.0,50,137.824344
-50.0,50,139.220196
0.0,1,139.255699
-50.0,50,140.490165
-50.0,50,141.622967
-50.0,50,142.984062
-50.0,50,144.472317
-50.0,50,145.949727
-50.0,50,147.301222
-50.0,50,148.857155
-50.0,50,150.124022
-50.0,50,151.598772
-50.0,50,152.846592
-50.0,50,154.182051
-50.0,50,155.509135
-50.0,50,156.853778
-50.0,50,158.140242
-50.0,50,159.321231
-50.0,50,160.456807
-50.0,50,161.72664
-50.0,50,163.091915
-50.0,50,164.279608
-50.0,50,165.708388
-50.0,50,166.916115
-50.0,50,168.201436
-50.0,50,169.538352
-50.0,50,170.816368
-50.0,50,171.963923
-50.0,50,173.204017
-49.0,50,174.468759
-50.0,50,175.788638
-50.0,50,177.065773
