#{"t_start": 1634651956.7718647, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
9.040832,50,0.902635
10.144431,50,1.472733
9.828406,50,1.993025
10.403373,50,2.553842
9.279979,50,3.169548
9.729888,50,3.786839
9.852242,50,4.486893
10.381235,50,5.21552
9.171539,50,5.985344
9.747217,50,6.816586
9.452115,50,7.761644
5.830573,50,8.611832
10.183943,50,9.533996
9.816355,50,10.646206
8.747772,50,11.627792
9.933691,50,12.659569
9.871113,50,13.776279
8.950522,50,15.053388
10.141826,50,16.104183
9.332577,50,17.075031
9.411185,50,18.198818
9.367389,50,19.287204
10.375486,50,20.373587
10.064345,50,21.39525
9.944681,50,22.555753
8.110619,50,23.647654
9.663361,50,24.832597
9.887924,50,25.930478
10.846622,50,27.062566
9.629462,50,27.979284
9.659096,50,28.866491
9.894181,50,29.725435
8.966643,50,30.593236
9.135746,50,31.508858
9.202416,50,32.47755
9.3049,50,33.51864
8.716208,50,34.55598
9.959549,50,35.673441
9.491001,50,37.030113
10.042823,50,38.10042
8.243944,50,39.117356
0.208212,1,39.154893
8.586789,50,40.245729
9.298401,50,41.483205
9.145028,50,42.823884
10.708767,50,44.04385
8.592435,50,45.203983
9.196821,50,46.248776
10.436478,50,47.416993
9.872574,50,49.124546
0.197768,1,49.203079
9.606763,50,50.705002
8.441535,50,51.758919
9.865927,50,53.024283
6.042901,50,54.309287
9.992833,50,55.549097
7.365159,50,56.627583
10.440527,50,57.887225
10.556833,50,59.240056
9.554169,50,60.432289
9.727821,50,61.522611
9.055999,50,62.655239
9.80418,50,63.798915
10.942427,50,64.985663
9.915928,50,66.242954
9.253171,50,67.383447
9.604995,50,68.462138
9.487302,50,69.743669
9.946742,50,71.065771
9.553997,50,72.197146
10.178549,50,73.448582
10.05213,50,74.598378
9.269006,50,75.729677
10.631633,50,76.939518
9.636651,50,78.437291
10.274717,50,79.922177
10.801472,50,81.117096
10.068145,50,82.635825
9.609703,50,83.947054
8.578875,50,85.131661
8.704996,50,86.338258
10.175316,50,87.809674
9.080135,50,88.983836
9.640916,50,106.583599
8.796506,50,107.801317
8.851652,50,109.038752
9.201947,50,110.27883
9.53762,50,111.375441
10.369355,50,112.470905
9.760454,50,113.658045
9.14373,50,114.996238
8.965721,50,116.242998
9.933938,50,117.372276
9.238301,50,118.518528
8.989001,50,119.701163
9.795599,50,120.819229
9.828082,50,121.994801
9.97051,50,123.207904
10.456632,50,124.555205
10.404191,50,125.902783
10.232921,50,127.034506
12.291568,50,128.245719
9.314888,50,129.372577
9.938613,50,130.545891
8.751483,50,131.78217
9.798851,50,132.945998
10.339136,50,134.100873
10.020005,50,135.800666
10.078432,50,137.187345
9.867725,50,138.376819
9.394059,50,139.93598
9.341025,50,141.328785
9.887987,50,142.503589
10.561082,50,143.771839
9.830353,50,145.320873
10.028856,50,146.673333
9.871316,50,147.87148
10.099859,50,149.005104
9.708014,50,150.126314
10.456423,50,151.462223
9.24306,50,152.806136
0.218867,1,152.835872
9.515065,50,154.112288
9.999371,50,155.359427
9.825759,50,156.667151
9.285019,50,157.88146
10.292712,50,159.129469
10.498408,50,160.40708
10.857972,50,161.630924
9.900081,50,162.772861
4.676927,50,164.031723
7.269849,50,165.654753
9.750785,50,167.034805
9.71366,50,168.459391
9.948222,50,169.922964
10.175981,50,171.149271
10.160428,50,172.504103
10.308148,50,173.768273
10.851309,50,174.899198
9.523323,50,176.20491
10.50054,50,177.494917
10.002666,50,179.018743
10.968583,50,180.373725
10.608493,50,181.634971
9.228737,50,183.103182
10.230586,50,184.373275
10.948911,50,185.608937
10.401799,50,187.049296
10.330952,50,188.199172
9.226149,50,189.403155
9.797575,50,190.701442
10.306643,50,192.964661
9.996268,50,194.569751
7.576991,34,195.389269
10.822052,50,196.698293
9.228329,50,197.947205
9.83478,50,199.127173
10.14013,50,200.393479
9.821132,50,201.627565
8.833649,50,202.884648
10.678242,50,204.337053
11.774254,50,205.666483
10.22603,50,207.082585
0.20835,1,207.119494
10.838289,50,208.584748
9.11055,50,210.319701
9.204054,50,211.878346
8.795643,50,213.610664
10.320155,50,231.777607
10.617848,50,233.102049
10.905595,50,234.469324
7.779884,50,235.852556
9.835517,50,237.130032
10.24416,50,238.481861
9.265137,50,239.745174
10.017098,50,240.914724
8.829916,50,242.22288
9.883588,50,243.544109
7.074691,50,244.829956
10.525143,50,245.976256
9.087719,50,247.27211
9.605741,50,248.565961
9.815575,50,249.861497
6.48626,50,251.101613
10.330855,50,252.525116
10.069189,50,253.931726
10.214395,50,255.147451
10.543194,50,256.411792
9.509454,50,257.608555
9.318403,50,258.998888
9.651147,50,260.413497
10.263186,50,261.74383
9.675061,50,263.113926
7.956631,50,264.595323
10.262535,50,265.937031
9.792369,50,267.148488
9.979472,50,268.32521
10.475498,50,269.721208
11.065852,50,271.138037
6.131249,50,272.311579
10.449071,50,273.558769
10.070452,50,274.931929
9.604511,50,276.29919
9.554205,50,277.756917
10.377131,50,279.159173
10.630824,50,280.540018
10.285009,50,281.933059
10.017423,50,283.187184
6.991103,50,284.66568
9.968865,50,286.128499
9.766261,50,287.739838
9.437689,50,289.424272
10.030726,50,290.869488
9.907187,50,292.334333
8.702063,50,293.756259
0.206048,1,293.78197
8.269287,50,295.083382
9.34454,50,296.485684
9.67909,50,297.849363
10.187183,50,299.22806
10.70365,50,300.610743
9.985959,50,302.143574
9.744538,50,303.716267
9.825146,50,305.194727
8.684688,50,306.528444
9.390554,50,307.799103
9.627443,50,309.199681
9.648175,50,310.453685
6.81339,50,311.713381
10.642208,50,312.930223
10.040654,50,314.316122
9.676834,50,315.625746
10.167637,50,316.892979
10.114923,50,318.251714
9.621892,50,319.712809
10.333499,50,321.078755
10.504117,50,322.389795
10.406875,50,323.741072
8.166148,50,325.119639
10.062887,50,326.54829
9.674874,50,327.858849
9.585012,50,329.281022
10.173702,50,330.616382
10.254694,50,331.855618
11.108025,50,333.263268
8.216953,50,334.748056
10.017939,50,336.115085
9.179694,50,337.522059
10.74063,50,338.901962
10.035501,50,340.277082
10.062513,50,356.482115
8.729586,50,358.030325
10.016271,50,359.407045
10.632362,50,360.883974
10.103513,50,362.218153
9.554375,50,363.494781
10.396402,50,364.931822
0.199867,1,364.952059
9.05798,50,366.471101
9.69666,50,367.894233
9.257364,50,369.19719
9.567052,50,370.527622
10.195383,50,371.754653
0.202608,1,371.78653
9.947237,50,373.281985
9.702215,50,374.711745
8.314334,50,376.242121
11.181806,50,377.601263
7.01404,50,378.80471
9.794425,50,380.142949
10.89203,50,381.785341
9.554247,50,383.415055
8.967532,50,384.925704
10.155296,50,386.237919
11.042224,50,387.736794
11.79435,50,389.279658
9.568223,50,390.929837
10.019244,50,392.305179
10.355367,50,393.779632
10.110616,50,395.233425
10.818377,50,396.622646
10.464027,50,397.919842
4.362198,50,399.350879
8.535485,50,401.077349
9.551045,50,402.372165
12.643647,50,403.724593
11.36477,50,405.111649
9.009846,50,406.456862
10.30848,50,407.76089
5.54123,50,409.219543
10.080026,50,410.640147
10.695474,50,411.893286
10.421694,50,413.549932
8.957401,50,415.067057
10.102926,50,416.483601
9.775658,50,417.923155
10.792995,50,419.215883
9.220845,50,420.697198
9.480186,50,422.16554
10.266963,50,423.57965
9.501002,50,425.223883
8.64057,50,426.566095
10.828038,50,428.222097
9.989743,50,429.496704
9.537047,50,430.977222
9.007824,50,432.428048
10.261911,50,433.963411
9.414188,50,435.503041
10.295249,50,437.094835
10.073322,50,438.621918
10.557252,50,440.173134
8.924856,50,441.656316
8.475023,50,442.9714
9.796825,50,444.219961
10.110236,50,445.53867
10.501724,50,446.942548
9.946765,50,448.421586
10.571866,50,449.845177
10.375765,50,451.321867
10.006176,50,452.81776
10.015653,50,454.226153
9.777773,50,455.673589
9.289769,50,457.103207
10.109398,50,458.461895
9.679083,50,459.779878
11.58667,50,461.140577
10.48567,50,462.505424
10.460058,50,463.910871
9.845206,50,465.271072
11.100833,50,466.65806
7.994911,50,468.054936
9.463265,50,469.525824
10.600479,50,471.103684
10.666494,50,472.608926
9.386002,50,489.231629
9.53523,50,490.641002
9.88586,50,492.042486
10.047283,50,493.435502
8.426647,50,494.828772
9.585008,50,496.357138
10.002391,50,497.688916
10.132915,50,499.339159
9.711643,50,500.71334
10.740616,50,502.271042
9.570177,50,503.857229
9.549891,50,505.257487
7.111447,50,506.630752
9.756506,50,508.056237
11.197658,50,509.643278
9.547172,50,511.232119
11.707014,50,512.835812
10.656567,50,514.06872
9.64697,50,515.538738
7.063147,50,516.958975
10.376352,50,518.438251
10.028538,50,519.804225
9.854716,50,521.367933
10.765078,50,522.948663
9.091228,50,524.368112
10.936825,50,525.652457
11.567408,50,527.223363
10.633496,50,528.878926
11.093207,50,530.462247
9.770834,50,531.870038
9.991932,50,533.255544
10.077699,50,534.52316
11.0883,50,535.775971
10.943013,50,537.155495
9.384054,50,538.608976
9.799744,50,539.880407
9.376041,50,541.424744
9.884959,50,542.91931
9.938455,50,544.518582
11.941966,50,545.938056
10.598929,50,547.150153
10.041407,50,548.648151
10.335801,50,549.896766
10.999218,50,551.241758
9.728336,50,552.873051
10.540169,50,554.255109
9.968315,50,555.624607
8.232409,50,556.92715
10.307033,50,558.372247
8.997473,50,559.779563
11.29168,50,561.018903
0.214203,1,561.051909
10.942496,50,562.303191
9.939843,50,563.889711
8.778387,50,565.332126
9.743572,50,566.655905
10.811205,50,568.267237
10.852989,50,569.550141
9.980122,50,570.804826
11.649374,50,572.07414
9.821844,50,573.659903
10.049734,50,574.993361
11.397992,50,576.547414
10.035508,50,578.119328
10.087539,50,579.640432
9.64305,50,580.975012
10.592156,50,582.657961
10.077395,50,584.282486
7.287773,50,586.207577
9.243171,50,587.885231
10.494955,50,589.572706
9.899842,50,591.888592
10.568861,50,593.884293
10.412339,50,595.643358
10.273855,50,597.408555
9.428788,50,599.341238
10.261581,50,601.026253
10.314746,50,602.535599
9.70722,50,603.935383
9.518951,50,605.225323
10.072768,50,606.55966
9.792557,50,607.944303
10.092809,50,609.434243
10.307467,50,625.730943
8.769562,50,627.080692
9.675449,50,628.568014
10.456684,50,630.052405
9.593653,50,631.493135
9.815854,50,632.7686
9.397104,50,634.34105
7.83117,40,635.589399
8.506699,50,637.018542
10.059792,50,638.551781
10.7509,50,640.003289
10.927804,50,641.482166
10.106748,50,642.774471
11.058193,50,644.178933
10.612634,50,645.319393
9.630113,50,646.493865
10.618779,50,647.848192
10.105949,50,649.275213
11.150041,50,650.455886
8.686012,50,651.968847
10.981417,50,653.587606
10.023739,50,655.075285
9.570594,50,656.499223
9.448821,50,657.845377
9.580729,50,659.082776
10.216913,50,660.424349
9.871685,50,661.771871
7.26922,50,663.215768
11.033752,50,664.646949
8.891155,50,665.961761
10.308116,50,667.293018
1.725965,8,667.502005
7.132585,50,668.981259
9.789844,50,670.270112
8.617305,50,671.705925
10.019615,50,673.190924
9.972312,50,674.599038
11.958828,50,676.379163
10.707128,50,677.938802
9.554986,50,679.346615
10.778643,50,680.605863
9.498096,50,682.036458
16.009972,50,683.501151
9.657199,50,684.939958
9.788984,50,686.181567
9.573962,50,687.403681
0.185654,1,687.419665
9.278975,50,688.901291
10.203206,50,690.245391
9.494363,50,691.706824
9.487442,50,692.895837
9.755734,50,694.323378
9.673564,50,695.722967
9.346378,50,697.281183
9.913124,50,698.652475
9.896468,50,700.106822
10.194735,50,701.617306
10.349521,50,702.907547
9.406565,50,704.19979
9.484509,50,705.658221
10.510086,50,707.219871
10.401225,50,708.706399
10.124119,50,710.171093
9.635276,50,711.541594
11.393874,50,713.157429
9.531276,50,714.653263
