#{"t_start": 1634627120.0173898, "env_id": "XarmPDPickAndPlace-v1"}
r,l,t
9.540001,50,6.167243
10.714743,50,12.946054
11.341157,50,19.67091
10.763029,50,26.522183
10.854503,50,33.370464
11.048246,50,40.149396
10.885174,50,46.941545
10.185587,50,53.733515
10.446229,50,60.49668
10.076649,50,67.235441
11.912126,50,73.99458
10.353701,50,80.792257
11.531244,50,87.55277
9.782561,50,94.375407
10.323143,50,101.140658
11.042821,50,107.977127
11.032082,50,114.722826
11.716927,50,121.525424
11.757401,50,128.304369
11.238725,50,135.126979
10.074187,50,141.902829
11.932177,50,148.664693
10.889477,50,155.445137
11.40608,50,162.222601
11.900766,50,169.017955
11.073555,50,175.836177
10.480991,50,182.618732
11.087008,50,189.435637
11.616395,50,196.200774
11.827448,50,202.998115
11.638488,50,209.85123
10.626178,50,216.622887
10.910424,50,223.436703
10.693464,50,230.210804
12.205555,50,237.000868
10.652889,50,243.80949
11.92413,50,250.563792
10.808088,50,257.329872
11.691048,50,264.067959
11.657015,50,270.865695
12.197222,50,277.700905
11.055114,50,284.439054
10.786316,50,291.221961
11.57599,50,297.978349
11.508365,50,304.779227
11.343789,50,311.566032
11.543525,50,318.32592
10.637012,50,325.097086
11.630791,50,331.894372
11.613248,50,338.612165
11.426289,50,345.377347
11.596739,50,352.143282
12.065417,50,358.965309
11.61987,50,365.744768
10.846766,50,372.538905
11.320523,50,379.30298
11.443059,50,386.090438
11.188485,50,392.776804
11.779697,50,399.549533
11.830398,50,406.511544
11.791056,50,413.368006
11.966484,50,420.196938
10.962148,50,426.988847
11.551886,50,433.759609
11.49282,50,440.496194
11.367407,50,447.267584
10.778815,50,454.059345
11.846633,50,460.78936
11.026158,50,467.553032
11.158374,50,474.389948
11.788375,50,481.208256
11.306646,50,488.00782
11.690877,50,494.763173
11.521311,50,501.548628
12.203748,50,508.31878
11.572722,50,515.096474
11.520002,50,521.822329
11.599742,50,528.656292
11.78297,50,535.44193
11.478314,50,542.190801
11.812654,50,548.928797
11.970042,50,555.698761
10.732303,50,562.365214
11.914753,50,569.131261
11.686492,50,575.912717
9.703139,50,582.684653
11.525145,50,589.481951
11.124129,50,596.292198
11.186806,50,603.138355
10.563695,50,609.89013
10.871663,50,616.714007
11.304096,50,623.536367
12.024596,50,630.352398
11.759913,50,637.112493
11.271471,50,643.904315
11.913309,50,650.730119
10.701568,50,657.415042
12.050469,50,664.159411
11.707548,50,670.950314
11.494136,50,677.690742
10.582514,50,684.467237
11.279863,50,691.180403
11.830686,50,697.943754
11.606494,50,704.692069
11.419765,50,711.465082
11.353951,50,718.24147
10.196894,50,724.907568
12.088956,50,731.717348
11.331573,50,738.475435
11.276322,50,745.187885
12.054512,50,751.95736
11.877398,50,758.681107
11.461355,50,765.455048
11.112595,50,772.213231
11.629359,50,778.864427
11.943954,50,785.568437
10.872488,50,792.29577
11.244256,50,799.024191
11.517011,50,805.783258
12.170445,50,812.593269
11.749877,50,819.350582
11.767818,50,826.085148
11.696633,50,832.838736
11.499421,50,839.540323
11.704546,50,846.357689
10.962491,50,853.122095
11.751979,50,859.948847
10.721703,50,866.719356
11.741289,50,873.50501
11.978727,50,880.285596
11.763916,50,887.05045
10.865366,50,893.794133
11.615867,50,900.534868
11.963756,50,907.298865
11.475537,50,913.954346
11.90847,50,920.812212
11.748976,50,927.61278
10.729827,50,934.449748
10.766584,50,941.259561
11.698041,50,948.081266
10.145873,50,954.949396
11.783481,50,961.753705
11.941606,50,968.540232
11.026579,50,975.315629
11.965717,50,982.075825
11.099251,50,988.831598
11.119555,50,995.608992
11.341183,50,1002.37659
12.019711,50,1009.317645
11.832951,50,1016.053163
11.703934,50,1022.961332
12.151876,50,1029.690931
10.99511,50,1036.531117
12.029955,50,1043.25838
11.705233,50,1049.985891
11.805559,50,1056.75211
11.381206,50,1063.496923
11.874652,50,1070.238032
11.932672,50,1076.953913
11.779228,50,1083.708977
11.737949,50,1090.481586
10.512693,50,1097.185258
11.531784,50,1103.949332
11.462103,50,1110.708309
10.692727,50,1117.545642
11.720754,50,1124.307838
10.978325,50,1131.107584
11.795522,50,1137.853785
11.072461,50,1144.700578
11.58198,50,1151.426356
11.902854,50,1158.252404
11.283908,50,1165.039034
11.624196,50,1171.740878
11.941717,50,1178.47711
11.636146,50,1185.313088
12.003302,50,1192.097521
11.353516,50,1198.825476
12.119388,50,1205.597634
10.949335,50,1212.323447
11.723464,50,1219.032395
11.508825,50,1225.823219
11.307157,50,1232.512493
11.975086,50,1239.25693
11.80989,50,1245.949894
11.169466,50,1252.705923
12.009523,50,1259.480662
11.593659,50,1266.198577
11.187756,50,1272.908681
11.782742,50,1279.642738
11.632198,50,1286.365884
11.518632,50,1293.14035
11.690115,50,1299.944619
11.687962,50,1306.685206
11.396529,50,1313.458868
11.510986,50,1320.19917
11.45915,50,1326.871796
11.900837,50,1333.624068
11.825271,50,1340.336988
11.87049,50,1347.075268
11.914895,50,1353.786899
10.671348,50,1360.54429
12.06912,50,1367.234194
12.135234,50,1373.936163
11.478794,50,1380.679341
11.44263,50,1387.469289
11.897044,50,1394.233156
12.078957,50,1401.013384
11.53747,50,1407.702977
11.678951,50,1414.481586
11.334634,50,1421.334947
11.956553,50,1428.049916
11.972615,50,1434.871077
11.843069,50,1441.624426
11.452303,50,1448.420933
11.73748,50,1455.220272
12.128448,50,1462.047006
11.450825,50,1468.811343
11.427009,50,1475.516613
11.892602,50,1482.312528
11.779777,50,1489.055243
11.963594,50,1495.756374
11.999858,50,1502.514076
11.980789,50,1509.286597
11.876297,50,1516.013549
11.931318,50,1522.767816
11.444543,50,1529.466894
11.732838,50,1536.234501
12.095351,50,1542.951581
12.074617,50,1549.703426
12.200693,50,1556.484125
11.949004,50,1563.24507
11.448994,50,1570.041107
11.954294,50,1576.878662
11.197911,50,1583.627616
11.196483,50,1590.360643
11.070738,50,1597.045314
12.22055,50,1603.895741
11.995427,50,1610.695226
10.894568,50,1617.463057
11.999608,50,1624.187808
11.702857,50,1630.920633
12.135637,50,1637.669798
11.28002,50,1644.384854
11.620672,50,1651.143362
11.28606,50,1657.834178
11.849805,50,1664.551557
11.928379,50,1671.248516
11.834783,50,1677.990911
11.721586,50,1684.750516
